Metabolite	A01_NonContext	A02_NonContext	B01_NonContext	B02_NonContext	C01_NonContext	C02_NonContext	D01_NonContext	D02_NonContext	E01_NonContext	E02_NonContext	F01_NonContext	F02_NonContext	G01_NonContext	H01_NonContext	H25361_NonContext	H25362_NonContext	H25363_NonContext	H25364_NonContext	H25365_NonContext	A01_Context	A02_Context	B01_Context	B02_Context	C01_Context	C02_Context	D01_Context	D02_Context	E01_Context	E02_Context	F01_Context	F02_Context	G01_Context	H01_Context	H25361_Context	H25362_Context	H25363_Context	H25364_Context	H25365_Context
Prevotella_dentalis_DSM_3688_sch_57871[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sch_57871_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sch_57871_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_ser_L[c]	50.23378382	0.70620293	26.04310954	130.8810451	19.1732003	0.833892795	93.98803509	1.074098944	1.27176204	0.02468624	0.104501663	0.407994989	2.184693315	46.95997188	0.219807654	2.895432773	27.54791693	3.047986938	17.43379136	0	0	0	130.8810451	33.11279095	0	93.98803509	0	0	0	0.050208466	0	2.184683714	0	0	0	0	2.311612688	17.43379136
Prevotella_dentalis_DSM_3688_ser_L[p]	-1813.682108	0.509393709	-554.7811054	94.40626502	-1729.766059	0.601498132	67.79483875	0.774762071	0.917339131	-0.548259676	-24.53585224	0.294292295	-434.1792447	33.87286177	0.163477768	-620.2256875	-1952.610436	-413.9252098	-1092.119885	0	0	0	94.40626502	-1860.429691	0	67.79483875	0	0	0	-3.108301411	0	-525.8149533	0	0	0	0	-310.7721455	-1092.119885
Prevotella_dentalis_DSM_3688_ser_L[u]	-1813.682108	0.509393709	-554.7811054	94.40626502	-1729.766059	0.601498132	67.79483875	0.774762071	0.917339131	-0.548259676	-24.53585224	0.294292295	-434.1792447	33.87286177	0.163477768	-620.2256875	-1952.610436	-413.9252098	-1092.119885	0	0	0	94.40626502	-1860.429691	0	67.79483875	0	0	0	-3.108301411	0	-525.8149533	0	0	0	0	-310.7721455	-1092.119885
Prevotella_dentalis_DSM_3688_sfnd_1689[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sfnd_1689[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sfnd_1689_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sfnd_1689_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sftz[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sftz[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sftz_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sftz_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sheme[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_sheme[p]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_sheme[u]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_simvgluc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_simvgluc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_skm[c]	11.10685368	0.156143775	0.553724073	28.93822657	4.239257211	0.184376421	20.78106155	0.237486785	0.281190741	0.005458208	0.023105659	0.090209025	0.483042828	10.38300316	0.044690797	0.58642437	3.197326283	0.673919867	3.854668212	0	0	0	28.93822657	3.264023578	0	20.78106155	0	0	0	0.011101256	0	0.483040705	0	0	0	0	0.511105116	3.854668212
Prevotella_dentalis_DSM_3688_skm5p[c]	11.10685368	0.156143775	0.553724073	28.93822657	4.239257211	0.184376421	20.78106155	0.237486785	0.281190741	0.005458208	0.023105659	0.090209025	0.483042828	10.38300316	0.044690797	0.58642437	3.197326283	0.673919867	3.854668212	0	0	0	28.93822657	3.264023578	0	20.78106155	0	0	0	0.011101256	0	0.483040705	0	0	0	0	0.511105116	3.854668212
Prevotella_dentalis_DSM_3688_smap[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_smap[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_smap_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_smap_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_smvacid[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_smvacid[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sn38[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sn38[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sn38g[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sn38g[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_so3[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_so4[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_so4[p]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_so4[u]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_spmd[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_spmd[p]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_spmd[u]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_spz[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_sfn[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_sfn[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_sfn_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_spz_sfn_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_srv[c]	0	191.8528952	0.113609223	0	1797.909649	226.5421738	0	291.7985516	345.4973336	6.706466924	15.84786669	110.8392738	0	0	54.91981962	720.3989158	0	0	1870.59214	0	0	0	0	0	0	0	0	0	0	13.64004485	0	0.099106905	0	0	0	0	0	1870.59214
Prevotella_dentalis_DSM_3688_srv[p]	0	191.8528952	0.113609223	0	1797.909649	226.5421738	0	291.7985516	345.4973336	6.706466924	15.84786669	110.8392738	0	0	54.91981962	720.3989158	0	0	1870.59214	0	0	0	0	0	0	0	0	0	0	13.64004485	0	0.099106905	0	0	0	0	0	1870.59214
Prevotella_dentalis_DSM_3688_srv[u]	0	191.8528952	0.113609223	0	1797.909649	226.5421738	0	291.7985516	345.4973336	6.706466924	15.84786669	110.8392738	0	0	54.91981962	720.3989158	0	0	1870.59214	0	0	0	0	0	0	0	0	0	0	13.64004485	0	0.099106905	0	0	0	0	0	1870.59214
Prevotella_dentalis_DSM_3688_stcoa[c]	4.93E-14	4.78E-14	-2.09E-14	4.44E-16	2.15E-14	1.68E-14	-3.15E-14	1.96E-14	-2.87E-14	1.10E-14	5.14E-14	-1.36E-14	2.18E-14	-5.00E-14	6.58E-15	1.42E-14	-3.88E-14	-1.01E-14	-4.27E-14	0	0	0	4.44E-16	-3.92E-14	0	-3.15E-14	0	0	0	-4.12E-15	0	-4.29E-14	0	0	0	0	-2.99E-14	-4.27E-14
Prevotella_dentalis_DSM_3688_stg[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stg[u]	0	0	0	-1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stg_m3[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stg_m3[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stg_m4[p]	0	0	0	1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stg_m4[u]	0	0	0	1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609.014395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sttca1[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sttcaacgam[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stys[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stys[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_stys[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_suc6p[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sucbz[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_succ[c]	-1917.450843	96.76383751	0	-584.5719349	-1690.516357	-25.62982954	-1338.930567	2.423535353	176.4942119	-1.826376327	-24.51162056	-27.39083423	-5.68E-14	-412.0742298	-9.083038629	-710.4484528	1264.124436	-407.685637	-296.799432	0	0	0	-584.5719349	-278.9894661	0	-1338.930567	0	0	0	-1.983057462	0	227.5619104	0	0	0	0	-310.2458568	-296.799432
Prevotella_dentalis_DSM_3688_succ[p]	-1922.128692	96.69807478	-0.227943139	-596.484493	-1692.261467	-25.70748296	-1347.682882	2.323513557	2.751994213	-1.828675149	-24.52135192	-27.42882737	-0.198846869	-416.3484423	-12.12714777	-710.6898572	49.33526412	-407.9630593	-298.3862244	0	0	0	-596.484493	-280.3331169	0	-1347.682882	0	0	0	-1.987732954	0	227.3584692	0	0	0	0	-310.4611178	-298.3862244
Prevotella_dentalis_DSM_3688_succ[u]	-1922.128692	96.69807478	-0.227943139	-596.484493	-1692.261467	-25.70748296	-1347.682882	2.323513557	2.751994213	-1.828675149	-24.52135192	-27.42882737	-0.198846869	-416.3484423	-12.12714777	-710.6898572	49.33526412	-407.9630593	-298.3862244	0	0	0	-596.484493	-280.3331169	0	-1347.682882	0	0	0	-1.987732954	0	227.3584692	0	0	0	0	-310.4611178	-298.3862244
Prevotella_dentalis_DSM_3688_succoa[c]	1.69E-14	1.40E-14	-1.25E-14	1.60E-14	0	-5.54E-14	-5.15E-14	1.09E-14	2.12E-14	4.03E-14	-1.20E-14	2.86E-14	3.84E-14	-1.20E-14	-1.89E-14	1.55E-14	-2.92E-14	-2.64E-14	-4.75E-14	0	0	0	1.60E-14	0	0	-5.15E-14	0	0	0	-3.02E-14	0	-3.52E-14	0	0	0	0	-1.25E-14	-4.75E-14
Prevotella_dentalis_DSM_3688_suchms[c]	4.466528333	0.062791913	0.222675506	11.63726584	1.704781839	0.074145436	8.356930132	0.095503325	0.113078505	0.002194973	0.009291748	0.036276805	0.194251634	4.175437901	0.01797203	0.235825657	1.285778029	0.271011239	1.550122589	0	0	0	11.63726584	1.312599789	0	8.356930132	0	0	0	0.004464277	0	0.19425078	0	0	0	0	0.205536648	1.550122589
Prevotella_dentalis_DSM_3688_sucr[c]	109.7028147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sucr[p]	109.7028147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_sucr[u]	109.7028147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tag6p_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tagdp_D[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tagur[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tat[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tat[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tdcoa[c]	-1.07E-14	2.14E-14	-5.05E-14	3.73E-14	2.62E-14	3.09E-14	-2.84E-14	2.62E-14	-3.41E-14	2.91E-14	-1.29E-14	-2.89E-14	4.78E-14	-4.17E-14	1.21E-14	-2.86E-14	-4.22E-14	-1.42E-14	4.71E-14	0	0	0	3.73E-14	2.11E-14	0	-2.84E-14	0	0	0	5.41E-14	0	4.08E-14	0	0	0	0	1.20E-14	4.71E-14
Prevotella_dentalis_DSM_3688_tddec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tdeACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tdec2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tgz[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tgz[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tgz_glc[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_tgz_glc[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thdp[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thex2eACP[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thf[c]	41.71447216	0.586435666	25.61838548	108.6845007	15.92155457	0.692470189	78.04829688	0.891938992	1.056079757	0.02049962	0.086778885	0.338801785	1.814184032	38.99587669	0.185528384	2.445626544	12.00833126	2.531068866	14.47713767	0	0	0	108.6845007	30.60918057	0	78.04829688	0	0	0	0.041693448	0	1.814176059	0	0	0	0	1.919578733	14.47713767
Prevotella_dentalis_DSM_3688_thfglu[c]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thm[c]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_thm[p]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_thm[u]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_thmmp[c]	0.105660617	0.001485411	0.005267633	0.275292263	0.040328481	0.001753991	0.197692331	0.002259236	0.002674996	5.19E-05	0.000219806	0.000858168	0.004595235	0.098774554	0.000425148	0.005578714	0.030416487	0.006411068	0.036669847	0	0	0	0.275292263	0.031050985	0	0.197692331	0	0	0	0.000105607	0	0.004595215	0	0	0	0	0.004862194	0.036669847
Prevotella_dentalis_DSM_3688_thmpp[c]	17.1141281	0.240595999	0.853212349	44.58981191	6.532110088	0.284098609	32.0207468	0.365934348	0.43327611	0.008410345	0.035602631	0.138999653	0.744302308	15.99877439	0.068862349	0.903598992	4.926638377	1.038417474	5.939511536	0	0	0	44.58981191	5.029409701	0	32.0207468	0	0	0	0.017105503	0	0.744299037	0	0	0	0	0.78754242	5.939511536
Prevotella_dentalis_DSM_3688_thr_L[c]	13.46016967	0.189227459	0.671046922	35.06964715	5.137469438	0.223442028	25.18414506	0.287805396	0.34076933	0.006614691	0.028001277	0.109322479	0.585389761	12.58294998	0.054159867	0.710675745	3.874774575	0.816709756	4.671393865	0	0	0	35.06964715	3.955603669	0	25.18414506	0	0	0	0.013453386	0	0.585387188	0	0	0	0	0.619397876	4.671393865
Prevotella_dentalis_DSM_3688_thsacmp[p]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thsacmp[u]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_dentalis_DSM_3688_thymd[c]	1.327812562	0.018666822	0.066197125	3.459534254	0.506798698	0.022042005	2.484353839	0.028391293	0.033616054	0.000652523	0.002762257	0.010784393	0.057747257	1.241277002	0.005342737	0.070106411	0.382236962	0.080566404	0.460821491	0	0	0	3.459534254	0.390210552	0	2.484353839	0	0	0	0.001327143	0	0.057747003	0	0	0	0	0.061102074	0.460821491
Prevotella_dentalis_DSM_3688_thymd[p]	1.327812562	0.018666822	0.066197125	3.459534254	0.506798698	0.022042005	2.484353839	0.028391293	0.033616054	0.000652523	0.002762257	0.010784393	0.057747257	1.241277002	0.005342737	0.070106411	0.382236962	0.080566404	0.460821491	0	0	0	3.459534254	0.390210552	0	2.484353839	0	0	0	0.001327143	0	0.057747003	0	0	0	0	0.061102074	0.460821491
